0,0.15258,63.183,0,0,0,0
0.01,0.45774,63.183,0,0,0,0
0.02,0.7629,63.177,0,0,0,0
0.03,1.2021,63.172,0,0,0,0
0.04,1.8365,63.153,0,0,0,0
0.05,2.4726,63.119,0,0,0,0
0.06,3.1086,63.083,0,0,0,0
0.07,3.7447,63.048,0,0,0,0
0.08,4.3808,63.013,0,0,0,0
0.09,5.1612,62.977,0,0,0,0
0.1,6.2394,62.92,0,0,0,0
0.11,7.3266,62.835,0,0,0,0
0.12,8.4139,62.745,0,0,0,0
0.13,9.4996,62.654,0,0,0,0
0.14,10.406,62.561,0,0,0,0
0.15,11.19,62.439,0,0,0,0
0.16,11.942,62.292,0,0,0,0
0.1692,12.615,62.151,0,0,0,0
0.17716,13.205,62.025,0,0,0,0
0.18425,13.734,61.914,0,0,4.4784,0
0.19068,13.801,61.815,0,0,4.2067,0
0.19659,12.949,61.722,0,0,3.9755,0
0.20209,11.876,61.633,1.1844,1.1844,3.5434,1.6816
0.21034,10.056,61.528,1.0932,1.0932,3.312,1.5943
0.22271,7.8469,61.395,0.98503,0.98503,3.0441,1.4837
0.23506,6.6639,61.259,0.8987,0.8987,2.7519,1.389
0.24677,6.0871,61.146,0.82118,0.82118,2.427,1.298
0.25823,5.9117,61.056,0.75515,0.75515,2.0595,1.2138
0.26958,5.7405,60.974,0.68822,0.68822,1.6509,1.125
0.28099,5.5665,60.893,0.61506,0.61506,1.1691,1.022
0.29273,5.4383,60.811,0.53438,0.53438,0.51447,0.90323
0.30518,5.3425,60.729,0.44233,0.44233,0.34118,0.76054
0.31905,5.2304,60.645,0.33382,0.33382,1.4174,0.58263
0.33597,5.0765,60.547,0.2005,0.2005,1.6499,0.3494
0.36134,4.877,60.413,0.010866,0.010866,1.8043,-0.012521
0.3994,4.7544,60.22,0.23019,0.23019,1.9128,0.46705
0.41456,4.6956,60.064,0.31569,0.31569,1.9874,0.61499
0.42549,4.65,59.989,0.3642,0.3642,2.0343,0.69447
0.43483,4.6099,59.931,0.39531,0.39531,2.0585,0.74523
0.44327,4.5731,59.88,0.41461,0.41461,2.0623,0.77589
0.45118,4.5382,59.833,0.42255,0.42255,2.0382,0.78831
0.45877,4.504,59.789,0.41128,0.41128,1.9952,0.76967
0.46636,4.4695,59.745,0.39377,0.39377,1.9325,0.73965
0.47408,4.4452,59.701,0.36997,0.36997,1.8489,0.70066
0.48203,4.4371,59.658,0.33962,0.33962,1.7444,0.64903
0.49042,4.4286,59.614,0.30197,0.30197,1.6153,0.58307
0.49953,4.4192,59.567,0.25561,0.25561,1.4886,0.50013
0.50988,4.4083,59.516,0.2105,0.2105,1.337,0.41707
0.52195,4.3948,59.456,0.15247,0.15247,1.1495,0.30581
0.53789,4.3754,59.381,0.070762,0.070762,0.91297,0.1433
0.56181,4.3465,59.275,0.055519,0.055519,0.56917,0.11995
0.59768,4.3243,59.115,0.20376,0.20376,-0.0089172,0.41197
0.60748,4.3153,58.994,0.22353,0.22353,0.74607,0.45175
0.61621,4.3071,58.944,0.23208,0.23208,1.0185,0.4687
0.62445,4.2992,58.899,0.23238,0.23238,1.1759,0.46979
0.63253,4.2913,58.856,0.22547,0.22547,1.3473,0.45681
0.64068,4.2833,58.812,0.21163,0.21163,1.4942,0.43014
0.64919,4.2747,58.768,0.19052,0.19052,1.6021,0.38905
0.65841,4.2651,58.721,0.16389,0.16389,1.6803,0.3362
0.66888,4.3005,58.668,0.12713,0.12713,1.7342,0.26192
0.68201,4.4491,58.605,0.074137,0.074137,1.7512,0.15276
0.70171,4.3046,58.516,0.010412,0.010412,1.7267,0.028446
0.73126,4.1943,58.385,0.13388,0.13388,1.6794,0.28677
0.74181,4.2158,58.278,0.16131,0.16131,1.6099,0.34171
0.75048,4.2343,58.228,0.1747,0.1747,1.515,0.36866
0.75839,4.2518,58.184,0.17625,0.17625,1.3917,0.37154
0.76613,4.2692,58.143,0.17105,0.17105,1.2265,0.3611
0.77397,4.2872,58.102,0.15939,0.15939,1.0096,0.33792
0.78223,4.3067,58.059,0.14083,0.14083,0.71532,0.30046
0.79138,4.3292,58.013,0.11402,0.11402,0.26104,0.24555
0.80239,4.3593,57.96,0.076834,0.076834,0.41593,0.16643
0.81831,4.4038,57.889,0.023832,0.023832,0.97449,0.051981
0.84218,4.4429,57.784,0.051936,0.051936,1.1279,0.11501
0.86367,4.4395,57.664,0.10233,0.10233,1.2589,0.22433
0.87428,4.4351,57.578,0.11482,0.11482,1.3485,0.25127
0.88357,4.431,57.524,0.11687,0.11687,1.3987,0.25585
0.89255,4.427,57.475,0.11106,0.11106,1.4145,0.24395
0.90183,4.4226,57.426,0.097772,0.097772,1.3919,0.21565
0.91216,4.4174,57.373,0.076098,0.076098,1.3374,0.16812
0.92518,4.4101,57.31,0.041225,0.041225,1.2471,0.090976
0.94472,4.3992,57.222,0.015454,0.015454,1.1136,0.037099
0.97402,4.3904,57.09,0.085061,0.085061,0.92379,0.1919
0.98438,4.386,56.984,0.094716,0.094716,0.64732,0.21343
0.99354,4.382,56.931,0.094813,0.094813,0.32786,0.21321
1.0026,4.3778,56.882,0.086244,0.086244,0.17639,0.19497
1.0124,4.3728,56.831,0.066894,0.066894,0.72661,0.15243
1.0247,4.366,56.772,0.035478,0.035478,0.98937,0.081454
1.0431,4.3562,56.689,0.015455,0.015455,1.0569,0.036355
1.0708,4.353,56.565,0.063316,0.063316,1.0645,0.14558
1.0827,4.353,56.459,0.067033,0.067033,1.0576,0.15418
1.0937,4.353,56.397,0.060893,0.060893,0.99988,0.14065
1.1056,4.353,56.336,0.04624,0.04624,0.93383,0.10724
1.121,4.353,56.264,0.019445,0.019445,0.82297,0.044599
1.1441,4.353,56.161,0.023336,0.023336,0.60417,0.05583
1.1722,4.353,56.025,0.043476,0.043476,0.11703,0.10228
1.187,4.353,55.91,0.036333,0.036333,0.35407,0.086367
1.2042,4.2887,55.825,0.017568,0.017568,0.69261,0.042191
1.23,4.1146,55.712,0.012958,0.012958,0.92225,0.030748
1.2687,4.1837,55.546,0.027609,0.027609,0.98228,0.065982
1.2893,4.2513,55.394,0.014708,0.014708,1.1136,0.035254
1.3201,4.2779,55.262,0.014944,0.014944,0.7365,0.036808
1.355,4.2952,55.09,0.020014,0.020014,0.34366,0.049203
1.3801,4.3133,54.931,0.0014233,0.0014233,0.034379,0.0035386
1.4179,4.3349,54.765,0.012786,0.012786,0.46127,0.03122
1.4551,4.359,54.568,3.13E-04,3.13E-04,0.93377,4.44E-04
1.5051,4.3844,54.336,0.0034939,0.0034939,1.1426,0.0089832
1.5551,4.4096,54.067,3.83E-04,3.83E-04,1.1139,7.25E-04
1.6051,4.4349,53.797,7.23E-04,7.23E-04,1.1223,0.0021173
1.6551,4.448,53.528,0.0011754,0.0011754,1.1471,0.0028368
1.7051,4.448,53.257,0.0014712,0.0014712,1.1005,0.0036747
1.7551,4.448,52.985,0.0021764,0.0021764,1.1165,0.0060897
1.8051,3.0752,52.712,0.0025498,0.0025498,1.0133,0.0065676
1.8551,0.024459,52.483,0.0032339,0.0032339,0.70929,0.0085055
1.9051,0,52.388,0.0029476,0.0029476,0.17138,0.0076513
1.9551,0,52.386,3.18E-04,3.18E-04,-0.11153,0.0013915
2.0051,0,52.386,4.71E-04,4.71E-04,0.46588,0.0011613
2.0551,0,52.386,0.0014644,0.0014644,0.86995,0.0035438
2.1051,0,52.386,0.0012383,0.0012383,0.77573,0.0032735
2.1551,0,52.386,0.0010887,0.0010887,0.65246,0.0026852
2.2051,0,52.386,0.0038781,0.0038781,0.68302,0.010712
2.2551,0,52.386,8.38E-04,8.38E-04,0.39018,0.0027098
2.3051,0,52.386,0.0025877,0.0025877,0.11563,0.0072972
2.3551,0,52.386,4.28E-04,4.28E-04,0.47657,0.0015618
2.4051,0,52.386,0.0013237,0.0013237,1.2309,0.003562
2.4551,0,52.386,0.0012229,0.0012229,1.7552,0.0033719
2.5051,0,52.386,0.001029,0.001029,2.3918,0.003003
2.5551,0,52.386,0.0059749,0.0059749,3.4388,0.015412
2.6051,0,52.386,0.0081118,0.0081118,5.2348,0.021478
2.6551,0,52.386,0.0024763,0.0024763,7.3459,0.0063216
2.7051,0,52.386,0.0016332,0.0016332,8.2158,0.0044541
2.7551,0,52.386,0.0057041,0.0057041,4.575,0.015378
2.8051,0,52.386,0.0047846,0.0047846,0.47013,0.012897
2.8551,0,52.386,0.0019603,0.0019603,-4.0197,0.0053527
2.9051,0,52.386,0.0075861,0.0075861,3.2963,0.020259
2.9551,0,52.386,0.0058106,0.0058106,1.9941,0.015626
3.0051,0,52.386,0.0094998,0.0094998,1.2449,0.025954
3.0551,0,52.386,0.002303,0.002303,0.86444,0.006001
3.1051,0,52.386,0.0035867,0.0035867,0.66636,0.0093582
3.1551,0,52.386,0.010726,0.010726,0.52603,0.028035
3.2051,0,52.386,0.0015492,0.0015492,0.51008,0.0048868
3.2551,0,52.386,0.019426,0.019426,0,0.051755
3.3027,0,52.386,0.0091367,0.0091367,0,0.024495
3.3527,0,52.386,0.016304,0.016304,0,0.042954
3.4027,0,52.386,6.49E-04,6.49E-04,0,9.92E-04
3.4527,0,52.386,0.010471,0.010471,0,0.028383
3.5027,0,52.386,1.73E-04,1.73E-04,0,5.75E-04
3.5527,0,52.386,0.0076283,0.0076283,0,0.019575
3.6027,0,52.386,0.0039984,0.0039984,0,0.0097106
3.6527,0,52.386,0.0023526,0.0023526,0,0.0064777
3.7027,0,52.386,0.0024866,0.0024866,0,0.0062179
3.7527,0,52.386,0.0051514,0.0051514,0,0.01471
3.8027,0,52.386,0.0056436,0.0056436,0,0.015665
3.8527,0,52.386,0.0064989,0.0064989,0,0.017421
3.9027,0,52.386,0.00956,0.00956,0,0.025432
3.9527,0,52.386,0.0039491,0.0039491,0,0.011051
4.0027,0,52.386,0.0076044,0.0076044,0,0.020023
4.0527,0,52.386,0.01879,0.01879,0,0.049179
4.1027,0,52.386,0.0030178,0.0030178,0,0.0062981
4.1527,0,52.386,0.022077,0.022077,0,0.06004
4.2027,0,52.386,0.0099589,0.0099589,0,0.02789
4.2527,0,52.386,0.0055917,0.0055917,0,0.014557
4.3027,0,52.386,0.015408,0.015408,0,0.039967
4.3527,0,52.386,0.0094601,0.0094601,0,0.023617
4.4027,0,52.386,0.0064317,0.0064317,0,0.019093
4.4527,0,52.386,0.011317,0.011317,0,0.031157
4.5027,0,52.386,0.010267,0.010267,0,0.026399
4.5527,0,52.386,0.03162,0.03162,0,0.081854
4.6027,0,52.386,0.019048,0.019048,0,0.047935
4.6527,0,52.386,0.015146,0.015146,0,0.043294
4.7027,0,52.386,0.028509,0.028509,0,0.077877
4.7527,0,52.386,0.0027784,0.0027784,0,0.0054173
4.8027,0,52.386,0.0062965,0.0062965,0,0.014415
4.8527,0,52.386,0.015019,0.015019,,0.03812
4.9027,0,52.386,0.028622,0.028622,,0.073249
4.9527,0,52.386,5.00E-04,5.00E-04,,-0.0026848
5.0027,0,52.386,0.020343,0.020343,,0.057725
5.0527,0,52.386,0.035202,0.035202,,0.096279
5.1027,0,52.386,0.011916,0.011916,,0.033834
5.1527,0,52.386,0.049055,0.049055,,0.12836
5.2027,0,52.386,0.062246,0.062246,,0.16066
5.2482,0,52.386,0.032335,0.032335,,0.079451
5.2982,0,52.386,0.024702,0.024702,,0.072617
5.3482,0,52.386,0.053589,0.053589,,0.14755
5.3982,0,52.386,0.030525,0.030525,,0.085128
5.4482,0,52.386,0.014278,0.014278,,0.035391
5.4982,0,52.386,0.036129,0.036129,,0.092674
5.5482,0,52.386,0.051809,0.051809,,0.13126
5.5982,0,52.386,0.018388,0.018388,,0.041569
5.6482,0,52.386,0.002284,0.002284,,0.013841
5.6982,0,52.386,0.01199,0.01199,,0.039578
5.7482,0,52.386,0.025316,0.025316,,0.074018
5.7982,0,52.386,0.01315,0.01315,,0.040669
5.8482,0,52.386,0.010417,0.010417,,0.02244
5.8982,0,52.386,0.027922,0.027922,,0.068122
5.9482,0,52.386,0.028586,0.028586,,0.067923
5.9982,0,52.386,0.026053,0.026053,,0.060338
6.0482,0,52.386,0.0075884,0.0075884,,0.010613
6.0982,0,52.386,0.0089581,0.0089581,,0.034267
6.1482,0,52.386,0.015245,0.015245,,0.049814
6.1982,0,52.386,0.013004,0.013004,,0.043319
6.2482,0,52.386,8.25E-04,8.25E-04,,0.0095606
6.2982,0,52.386,0.014686,0.014686,,0.031289
6.3482,0,52.386,0.022237,0.022237,,0.04972
6.3982,0,52.386,0.023865,0.023865,,0.053296
6.4482,0,52.386,0.016691,0.016691,,0.032998
6.4982,0,52.386,0.0059943,0.0059943,,0.0043127
6.5482,0,52.386,0.0081463,0.0081463,,0.032977
6.5982,0,52.386,0.012642,0.012642,,0.04465
6.6482,0,52.386,0.0065465,0.0065465,,0.027631
6.6982,0,52.386,0.0040565,0.0040565,,3.47E-04
6.7482,0,52.386,0.01397,0.01397,,0.027333
6.7982,0,52.386,0.018529,0.018529,,0.03873
6.8482,0,52.386,0.014127,0.014127,,0.025606
6.8982,0,52.386,0.0081536,0.0081536,,0.009194
6.9051,0,52.386,0.0067562,0.0067562,,0.0058171
6.9154,0,52.386,0.0044135,0.0044135,,-5.66E-04
6.9309,0,52.386,0.0010334,0.0010334,,-0.0054579
6.9541,0,52.386,0.004524,0.004524,,0.024492
6.9889,0,52.386,0.013595,0.013595,,0.04798
7.0389,0,52.386,0.01433,0.01433,,0.04859
7.0889,0,52.386,0.0070785,0.0070785,,0.029218
7.1389,0,52.386,0.031502,0.031502,,0.073384
7.1889,0,52.386,0.027889,0.027889,,0.062579
7.2389,0,52.386,0.0018469,0.0018469,,-0.0076828
7.2889,0,52.386,0.0015948,0.0015948,,0.015545
7.3389,0,52.386,0.011021,0.011021,,0.041018
7.3889,0,52.386,0.033708,0.033708,,0.099935
7.4389,0,52.386,0.024892,0.024892,,0.075126
7.4889,0,52.386,0.0025344,0.0025344,,0.014238
7.5389,0,52.386,0.025455,0.025455,,0.059948
7.5889,0,52.386,0.042719,0.042719,,0.10439
7.6389,0,52.386,0.034595,0.034595,,0.081272
7.6889,0,52.386,0.011114,0.011114,,0.018031
7.7389,0,52.386,0.018424,0.018424,,0.061342
7.7889,0,52.386,0.024641,0.024641,,0.07551
7.8389,0,52.386,0.011444,0.011444,,0.040033
7.8889,0,52.386,0.018792,0.018792,,0.04071
7.9389,0,52.386,0.056243,0.056243,,0.13831
7.9889,0,52.386,0.023712,0.023712,,0.050265
8.0389,0,52.386,0.0066397,0.0066397,,0.031383
8.0889,0,52.386,0.04439,0.04439,,0.12965
8.1389,0,52.386,0.07918,0.07918,,0.21668
8.1889,0,52.386,0.088579,0.088579,,0.23784
8.2363,0,52.386,0.039493,0.039493,,0.10778
8.2863,0,52.386,0.0050147,0.0050147,,0.01112
8.3363,0,52.386,0.043748,0.043748,,0.11349
8.3863,0,52.386,0.092587,0.092587,,0.23894
8.4313,0,52.386,0.10266,0.10266,,0.26072
8.4725,0,52.386,0.078022,0.078022,,0.19411
8.5225,0,52.386,0.019494,0.019494,,0.066521
8.5725,0,52.386,0.11552,0.11552,,0.31092
8.6059,0,52.386,0.11722,0.11722,,0.31221
8.639,0,52.386,0.080544,0.080544,,0.21588
8.6868,0,52.386,0.046265,0.046265,,0.1242
8.7368,0,52.386,0.039892,0.039892,,0.10485
8.7868,0,52.386,0.08085,0.08085,,0.20959
8.8346,0,52.386,0.034429,0.034429,,0.08625
8.8846,0,52.386,0.020474,0.020474,,0.048895
8.9346,0,52.386,0.018907,0.018907,,0.056067
8.9846,0,52.386,0.029307,0.029307,,0.08264
9.0346,0,52.386,0.018655,0.018655,,0.053533
9.0846,0,52.386,0.026018,0.026018,,0.072383
9.1346,0,52.386,0.012054,0.012054,,0.034738
9.1846,0,52.386,3.12E-04,3.12E-04,,0.001138
9.2346,0,52.386,0.027033,0.027033,,0.070125
9.2846,0,52.386,0.029966,0.029966,,0.076629
9.3346,0,52.386,0.018946,0.018946,,0.053753
9.3846,0,52.386,0.024761,0.024761,,0.068039
9.4346,0,52.386,0.004437,0.004437,,0.01389
9.4846,0,52.386,0.01788,0.01788,,0.04532
9.5346,0,52.386,0.0012594,0.0012594,,0.0011979
9.5846,0,52.386,0.0085893,0.0085893,,0.025588
9.6346,0,52.386,7.00E-04,7.00E-04,,0.0035545
9.6846,0,52.386,0.02737,0.02737,,0.070678
9.7346,0,52.386,0.013464,0.013464,,0.033326
9.7846,0,52.386,0.015413,0.015413,,0.044173
9.8346,0,52.386,0.034208,0.034208,,0.092966
9.8846,0,52.386,0.011632,0.011632,,0.032416
9.9346,0,52.386,0.0013773,0.0013773,,0.005419
9.9846,0,52.386,0.032918,0.032918,,0.086148
10.035,0,52.386,0.032712,0.032712,,0.084308
10.085,0,52.386,0.022676,0.022676,,0.056941
10.135,0,52.386,0.014757,0.014757,,0.042613
10.185,0,52.386,0.082555,0.082555,,0.21928
10.218,0,52.386,0.089421,0.089421,,0.23605
10.25,0,52.386,0.057882,0.057882,,0.15329
10.296,0,52.386,0.010748,0.010748,,0.028416
10.346,0,52.386,0.095513,0.095513,,0.25012
10.375,0,52.386,0.10043,0.10043,,0.26177
10.402,0,52.386,0.079518,0.079518,,0.20639
10.437,0,52.386,0.026568,0.026568,,0.066897
10.487,0,52.386,0.051745,0.051745,,0.14116
10.536,0,52.386,0.066504,0.066504,,0.17782
10.575,0,52.386,0.075935,0.075935,,0.20128
10.609,0,52.386,0.063608,0.063608,,0.16849
10.65,0,52.386,0.0042565,0.0042565,,0.011406
10.7,0,52.386,0.066322,0.066322,,0.17543
10.738,0,52.386,0.087756,0.087756,,0.23042
10.767,0,52.386,0.075748,0.075748,,0.19761
10.8,0,52.386,0.037934,0.037934,,0.097358
10.85,0,52.386,0.048541,0.048541,,0.13169
10.9,0,52.386,0.10414,0.10414,,0.27379
10.924,0,52.386,0.11173,0.11173,,0.29283
10.946,0,52.386,0.099885,0.099885,,0.26223
10.97,0,52.386,0.059936,0.059936,,0.15796
11.006,0,52.386,0.015607,0.015607,,0.042035
11.056,0,52.386,0.095141,0.095141,,0.25004
11.081,0,52.386,0.12541,0.12541,,0.32703
11.1,0,52.386,0.12898,0.12898,,0.33514
11.119,0,52.386,0.092007,0.092007,,0.24019
11.144,0,52.386,0.027394,0.027394,,0.070308
11.183,0,52.386,0.05647,0.05647,,0.15194
11.223,0,52.386,0.078654,0.078654,,0.20823
11.252,0,52.386,0.053967,0.053967,,0.14336
11.294,0,52.386,0.020291,0.020291,,0.053924
11.344,0,52.386,0.045676,0.045676,,0.12153
11.393,0,52.386,0.015614,0.015614,,0.041493
11.443,0,52.386,0.015945,0.015945,,0.041651
11.493,0,52.386,0.027228,0.027228,,0.073318
11.543,0,52.386,0.033904,0.033904,,0.090455
11.593,0,52.386,0.013744,0.013744,,0.037012
11.643,0,52.386,0.0086609,0.0086609,,0.023575
11.693,0,52.386,0.05194,0.05194,,0.13738
11.733,0,52.386,0.042712,0.042712,,0.11273
11.782,0,52.386,0.024752,0.024752,,0.0643
11.832,0,52.386,0.018658,0.018658,,0.0513
11.882,0,52.386,0.026791,0.026791,,0.072588
11.932,0,52.386,0.0088079,0.0088079,,0.023962
11.982,0,52.386,0.0045372,0.0045372,,0.011343
12.032,0,52.386,0.019392,0.019392,,0.051133
12.082,0,52.386,0.0032489,0.0032489,,0.0099598
12.132,0,52.386,0.036913,0.036913,,0.098929
12.182,0,52.386,0.015474,0.015474,,0.041498
12.232,0,52.386,6.65E-04,6.65E-04,,0.0018765
12.282,0,52.386,0.01624,0.01624,,0.04331
12.332,0,52.386,0.035391,0.035391,,0.093548
12.382,0,52.386,0.0072512,0.0072512,,0.018679
12.432,0,52.386,0.021769,0.021769,,0.059022
12.482,0,52.386,0.032184,0.032184,,0.086421
12.532,0,52.386,0.021369,0.021369,,0.056864
12.582,0,52.386,0.016875,0.016875,,0.044881
12.632,0,52.386,0.029935,0.029935,,0.079512
12.682,0,52.386,0.010989,0.010989,,0.028658
12.732,0,52.386,0.048449,0.048449,,0.1293
12.77,0,52.386,0.060391,0.060391,,0.16004
12.801,0,52.386,0.031587,0.031587,,0.084572
12.847,0,52.386,0.054243,0.054243,,0.14411
12.881,0,52.386,0.068145,0.068145,,0.18002
12.908,0,52.386,0.056938,0.056938,,0.15052
12.94,0,52.386,0.031709,0.031709,,0.082973
12.988,0,52.386,0.02593,0.02593,,0.070752
13.038,0,52.386,0.053898,0.053898,,0.14356
13.072,0,52.386,0.039546,0.039546,,0.10497
13.117,0,52.386,0.010246,0.010246,,0.027337
13.167,0,52.386,0.044173,0.044173,,0.11698
13.208,0,52.386,0.021087,0.021087,,0.056135
13.258,0,52.386,0.019672,0.019672,,0.052948
13.308,0,52.386,0.030843,0.030843,,0.082682
13.358,0,52.386,0.035882,0.035882,,0.095703
13.406,0,52.386,0.02802,0.02802,,0.075033
13.456,0,52.386,0.032528,0.032528,,0.086337
13.506,0,52.386,0.004209,0.004209,,0.011405
13.556,0,52.386,0.033833,0.033833,,0.090082
13.606,0,52.386,0.0043752,0.0043752,,0.011436
13.656,0,52.386,0.0099595,0.0099595,,0.026511
13.706,0,52.386,0.0099734,0.0099734,,0.026943
13.756,0,52.386,0.0047438,0.0047438,,0.012908
13.806,0,52.386,0.024724,0.024724,,0.066052
13.856,0,52.386,0.019609,0.019609,,0.052152
13.906,0,52.386,0.006424,0.006424,,0.01774
13.956,0,52.386,0.016329,0.016329,,0.043872
14.006,0,52.386,0.023119,0.023119,,0.06179
14.056,0,52.386,0.0046552,0.0046552,,0.012114
14.106,0,52.386,0.046499,0.046499,,0.12341
14.141,0,52.386,0.010653,0.010653,,0.028084
14.191,0,52.386,0.037735,0.037735,,0.10086
14.234,0,52.386,0.037105,0.037105,,0.099282
14.277,0,52.386,0.014899,0.014899,,0.039563
14.327,0,52.386,0.0549,0.0549,,0.14588
14.357,0,52.386,0.08252,0.08252,,0.21742
14.376,0,52.386,0.068609,0.068609,,0.18054
14.4,0,52.386,0.036108,0.036108,,0.095328
